ParName   Value   Gradient
SR_parm[1]      6.90785  7.4407e-005
recdev_early(-11)   -0.0915936 -1.72211e-005
recdev_early(-10)    0.0740485 1.20511e-005
recdev_early(-9)   -0.0271553 3.60336e-006
recdev_early(-8) -0.000473851 2.85537e-006
recdev_early(-7)    -0.112569 -4.49244e-006
recdev_early(-6)    -0.124473 -3.18486e-006
recdev_early(-5)    -0.136879 8.05221e-007
recdev_early(-4)    0.0485674 -5.60012e-006
recdev_early(-3)   -0.0385484 1.57949e-007
recdev_early(-2)   -0.0074677 -9.73886e-006
recdev_early(-1)   -0.0248424 -1.91405e-006
recdev_early(0) -0.000614204  1.1411e-005
recdev1(1)     0.232323 8.00388e-006
recdev1(2)  -0.00528878 2.19476e-005
recdev1(3)    -0.126501 2.97311e-005
recdev1(4)     0.261528 4.85692e-005
recdev1(5)     0.240696  5.0873e-005
recdev1(6)   0.00821353 3.81867e-005
recdev1(7)       0.1535 4.33143e-005
recdev1(8)   -0.0942436 3.02315e-005
recdev1(9)   -0.0169408 3.84251e-005
recdev1(10)     0.125207 3.67102e-005
recdev1(11)    -0.093607 2.87086e-005
recdev1(12)    -0.055274 2.39768e-005
recdev1(13)    0.0843656 3.72101e-005
recdev1(14)   -0.0646831 4.09362e-005
recdev1(15)     0.113402 5.31919e-005
recdev1(16)    0.0679332 4.88037e-005
recdev1(17)    -0.212285  2.8718e-005
recdev1(18)    -0.174049 1.34271e-005
recdev1(19)    -0.187391 -1.14704e-006
recdev1(20)     0.143311 -4.50285e-005
recdev1(21)    0.0829744 -7.65759e-005
recdev1(22)   -0.0863043 -8.71774e-005
recdev1(23)    -0.247829  -8.595e-005
recdev1(24)    0.0854125   -0.0001108
recdev1(25)    -0.275488 -6.75417e-005
recdev1(26)    -0.148921 -5.61836e-005
recdev1(27)  -0.00577052 -4.00078e-005
recdev1(28)    0.0766536 -2.47547e-005
recdev1(29)     0.133122 -1.42384e-005
recdev1(30)   -0.0140664 -1.13335e-005
F_rate[1]   0.00922552  0.000260747
F_rate[2]    0.0272307  0.000109718
F_rate[3]     0.044842 -8.64047e-005
F_rate[4]     0.061762 -4.43051e-005
F_rate[5]    0.0488877 -0.000186562
F_rate[6]    0.0879175 -2.86404e-005
F_rate[7]    0.0889316 -5.25216e-005
F_rate[8]     0.187707 2.51856e-006
F_rate[9]     0.108946  0.000109632
F_rate[10]     0.133477 3.38227e-006
F_rate[11]     0.152776 -9.72261e-006
F_rate[12]     0.165057 2.66923e-005
F_rate[13]     0.120172 1.36841e-005
F_rate[14]     0.173041 5.91729e-005
F_rate[15]     0.184257 9.54205e-005
F_rate[16]     0.163162 -0.000164481
F_rate[17]     0.318789 1.05448e-005
F_rate[18]     0.261184 -2.07269e-005
F_rate[19]     0.263244 -4.18812e-005
F_rate[20]     0.258954 5.48119e-005
F_rate[21]     0.352624 -4.29666e-005
F_rate[22]     0.260957  0.000267185
F_rate[23]     0.420796 -6.95857e-005
F_rate[24]     0.348051 1.60576e-005
F_rate[25]     0.345294  0.000165729
F_rate[26]     0.313181 1.73504e-005
F_rate[27]     0.307584 -0.000238301
F_rate[28]     0.437356 -0.000103102
F_rate[29]     0.339722 4.65874e-005
F_rate[30]     0.521212 3.15763e-005
Q_parm[1]     -7.95995 7.09596e-007
