ParName   Value   Gradient
SR_parm[1]      6.90297 4.15188e-006
recdev_early(-11)    -0.118555 -2.22254e-005
recdev_early(-10)   -0.0747649 1.04642e-005
recdev_early(-9)   -0.0822081 -7.23976e-006
recdev_early(-8)    0.0179075 -3.11055e-006
recdev_early(-7)  -0.00853306 -4.78544e-006
recdev_early(-6)   -0.0532735 -4.95249e-006
recdev_early(-5)   -0.0468705 -2.95355e-006
recdev_early(-4)    0.0156507 -1.69587e-006
recdev_early(-3)   -0.0589545 -3.86877e-006
recdev_early(-2)    -0.057559 -1.04748e-007
recdev_early(-1)   -0.0568987 1.29025e-006
recdev_early(0)    0.0229735 4.00404e-006
recdev1(1)     0.193624 7.29211e-006
recdev1(2)    -0.154475 4.74931e-006
recdev1(3)    -0.190098 3.74106e-006
recdev1(4)     0.291562 1.76219e-006
recdev1(5)     0.237115 1.35792e-007
recdev1(6)     0.040978 -5.00073e-006
recdev1(7)    0.0827702 -2.4415e-006
recdev1(8)    -0.116976 -1.12327e-005
recdev1(9)    0.0833965 -1.28577e-005
recdev1(10)     0.161963 -1.30747e-005
recdev1(11)   -0.0384126 -1.05449e-005
recdev1(12)   -0.0672833 -1.42594e-005
recdev1(13)    0.0137841 -1.65815e-005
recdev1(14)   0.00840292 -1.87655e-005
recdev1(15)     0.196046 -2.73239e-005
recdev1(16)    0.0765864 -2.32885e-005
recdev1(17)    -0.196654 -1.41537e-005
recdev1(18)   -0.0780422 -1.58588e-005
recdev1(19)    -0.312274 -7.07319e-006
recdev1(20)     0.200616 -1.63131e-005
recdev1(21)     0.113004 -3.10243e-006
recdev1(22)    -0.126845 1.24971e-005
recdev1(23)    -0.214889 2.53611e-005
recdev1(24)    0.0333553   4.303e-005
recdev1(25)    -0.304903 3.53163e-005
recdev1(26)    -0.142504 3.44835e-005
recdev1(27)    0.0947074  3.1881e-005
recdev1(28)     0.096891 1.39207e-005
recdev1(29)      0.03537 1.40605e-006
recdev1(30)   -0.0168181 -3.5343e-006
F_rate[1]   0.00943487 -0.000146967
F_rate[2]       0.0277 -4.5994e-005
F_rate[3]     0.046144 -7.13978e-005
F_rate[4]     0.062452 -2.73473e-005
F_rate[5]    0.0501063 1.42861e-005
F_rate[6]    0.0905429 2.13015e-005
F_rate[7]    0.0933121 -8.91277e-007
F_rate[8]     0.197263 2.51958e-005
F_rate[9]     0.114164 -2.02268e-006
F_rate[10]     0.141507 5.95088e-005
F_rate[11]     0.160115 5.25373e-005
F_rate[12]     0.171972 -0.000101109
F_rate[13]     0.124441 -2.74713e-005
F_rate[14]     0.179659 5.30107e-005
F_rate[15]     0.188928 3.95715e-005
F_rate[16]     0.168534 -1.87581e-005
F_rate[17]     0.329173 -4.56706e-005
F_rate[18]     0.268039 1.24838e-005
F_rate[19]     0.263736 2.43728e-006
F_rate[20]     0.259742 -3.56558e-006
F_rate[21]     0.358576 -1.29324e-005
F_rate[22]     0.259989 1.51657e-005
F_rate[23]     0.425165 -2.53869e-006
F_rate[24]     0.347962 -4.96805e-005
F_rate[25]     0.345722 -3.72855e-005
F_rate[26]     0.318459 -1.92928e-005
F_rate[27]     0.309828 3.25545e-005
F_rate[28]     0.438322 2.46693e-005
F_rate[29]     0.338987 4.72585e-005
F_rate[30]     0.524535 -1.73146e-005
Q_parm[1]     -7.95185 4.35307e-006
