ParName   Value   Gradient
mean_log_rec      13.7014 -6.43587e-006
log_Rzero      13.7833 -4.08711e-006
rec_dev(-10)    -0.149285 4.75803e-006
rec_dev(-9)    0.0869076 -3.20885e-005
rec_dev(-8)    -0.262551 5.05213e-006
rec_dev(-7)   -0.0805225 -1.50585e-005
rec_dev(-6)    -0.074689 2.26119e-006
rec_dev(-5)   -0.0182414 7.10423e-005
rec_dev(-4)    0.0395133 -7.99934e-005
rec_dev(-3)     0.121048 1.99692e-005
rec_dev(-2)     0.172154 -7.50204e-005
rec_dev(-1)      0.12365 -1.90257e-005
rec_dev(0)  -0.00509472  7.9602e-006
rec_dev(1)      0.05712 1.32897e-005
rec_dev(2)     0.346496 1.96402e-005
rec_dev(3)    0.0570295 -3.97148e-005
rec_dev(4)   -0.0675675 1.17654e-005
rec_dev(5)     0.452097 -2.19556e-005
rec_dev(6)     0.274909  5.4773e-006
rec_dev(7)    0.0309152 -2.8779e-006
rec_dev(8)     0.187997 -7.25353e-005
rec_dev(9)    0.0168688 2.37937e-005
rec_dev(10)     0.181894 -4.16656e-005
rec_dev(11)     0.204016 -2.7875e-005
rec_dev(12)   -0.0234238 -4.42256e-005
rec_dev(13)    0.0288634 -9.30053e-005
rec_dev(14)     0.116074 -4.19952e-005
rec_dev(15)    0.0195089 3.12518e-005
rec_dev(16)     0.134219 1.74878e-005
rec_dev(17)    0.0741472 8.78466e-005
rec_dev(18)    -0.270514 8.45907e-005
rec_dev(19)   -0.0928755 -8.95838e-006
rec_dev(20)    -0.257723 4.37023e-005
rec_dev(21)     0.133798 3.76658e-005
rec_dev(22)     0.077143 9.95017e-006
rec_dev(23)    -0.208682 -7.72914e-006
rec_dev(24)    -0.389249 4.55542e-005
rec_dev(25)   0.00337554 9.13272e-006
rec_dev(26)    -0.413031 2.44723e-006
rec_dev(27)    -0.178452 -1.30556e-005
rec_dev(28)    -0.168312 -2.8812e-005
rec_dev(29)    -0.108209 -2.05147e-005
rec_dev(30)    -0.343555 -1.61243e-005
fmort(1,1)   0.00969508 -0.000104477
fmort(1,2)     0.028136  1.5109e-005
fmort(1,3)    0.0471098 1.04384e-005
fmort(1,4)    0.0633471 4.43698e-006
fmort(1,5)    0.0510501 3.78219e-007
fmort(1,6)    0.0910806 3.48221e-006
fmort(1,7)    0.0923378 -1.98698e-007
fmort(1,8)      0.19368 5.33104e-007
fmort(1,9)     0.114373 -7.10528e-006
fmort(1,10)     0.139767 -5.16559e-006
fmort(1,11)     0.159742 1.34307e-006
fmort(1,12)     0.170949 -6.02945e-008
fmort(1,13)     0.123065 -1.93415e-006
fmort(1,14)      0.17601 -5.55108e-006
fmort(1,15)     0.189917 -1.21893e-005
fmort(1,16)     0.168016 -1.94895e-005
fmort(1,17)     0.326493 -1.40213e-005
fmort(1,18)     0.268047 -1.44536e-005
fmort(1,19)     0.265755 -1.74332e-006
fmort(1,20)     0.263339 1.37003e-005
fmort(1,21)     0.362782 -1.76172e-006
fmort(1,22)      0.26249 2.21857e-005
fmort(1,23)     0.427038 4.42927e-006
fmort(1,24)     0.350003 -9.87938e-006
fmort(1,25)     0.342204 -3.33242e-006
fmort(1,26)      0.30784 7.59531e-006
fmort(1,27)     0.300174 2.19549e-005
fmort(1,28)     0.413953 8.45398e-006
fmort(1,29)     0.308691 1.29535e-005
fmort(1,30)      0.47312 -2.78443e-005
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]      -14.872 1.77952e-006
repl_F    0.0975558 7.50175e-007
