ParName   Value   Gradient
SR_parm[1]        6.916  1.4287e-005
recdev_early(-11)    -0.122025 2.51453e-005
recdev_early(-10)     -0.22347 -9.02579e-006
recdev_early(-9)    -0.119464 3.49476e-007
recdev_early(-8)   -0.0832574 -6.47674e-007
recdev_early(-7)     0.177228 3.09394e-006
recdev_early(-6)  -0.00389003 9.28388e-006
recdev_early(-5)   -0.0115426 6.97178e-006
recdev_early(-4)  -0.00590166 1.02684e-005
recdev_early(-3)   -0.0670201 1.45544e-005
recdev_early(-2)   -0.0342118 1.85204e-005
recdev_early(-1)    0.0162085  1.2948e-005
recdev_early(0)    0.0309508 1.73217e-005
recdev1(1)     0.120328 1.82616e-005
recdev1(2)    -0.133622 1.29613e-005
recdev1(3)    -0.206372 9.89526e-006
recdev1(4)     0.218659 1.57721e-005
recdev1(5)     0.318641 1.44304e-005
recdev1(6)    0.0125154 8.04085e-006
recdev1(7)     0.154762 1.68592e-005
recdev1(8)   -0.0808694  1.0665e-005
recdev1(9)    0.0425996  1.2151e-005
recdev1(10)    0.0632475 8.39435e-006
recdev1(11)   -0.0467592 4.48994e-006
recdev1(12)   -0.0300638 9.34198e-006
recdev1(13)    0.0310966 1.00213e-005
recdev1(14)    0.0379559 1.81145e-005
recdev1(15)      0.10451 2.28324e-005
recdev1(16)     0.110997 2.67366e-005
recdev1(17)    -0.253731 1.62467e-005
recdev1(18)    -0.206125 1.12271e-005
recdev1(19)     -0.28107 -2.89922e-006
recdev1(20)     0.101308 -2.18701e-005
recdev1(21)     0.110466 -4.49197e-005
recdev1(22)    -0.165082 -4.52644e-005
recdev1(23)    -0.267638 -4.25876e-005
recdev1(24)    0.0947256 -5.0397e-005
recdev1(25)     -0.13012 -2.33315e-005
recdev1(26)   -0.0213076 -1.24261e-005
recdev1(27)     0.123464 -1.53065e-006
recdev1(28)      0.25974 -9.1661e-007
recdev1(29)   -0.0656254 6.72694e-009
recdev1(30)     -0.01663 4.02825e-007
F_rate[1]   0.00921903 -8.88168e-005
F_rate[2]    0.0271585 -3.0514e-005
F_rate[3]    0.0449159  0.000101873
F_rate[4]    0.0615054 -2.15385e-005
F_rate[5]    0.0489835  0.000178314
F_rate[6]    0.0882294 -3.87629e-005
F_rate[7]    0.0909072 5.53349e-006
F_rate[8]     0.189452 -4.54043e-006
F_rate[9]     0.111517 -5.28802e-005
F_rate[10]     0.134877 7.53318e-006
F_rate[11]     0.153794 -3.80215e-005
F_rate[12]     0.164184  0.000101269
F_rate[13]     0.119008 1.22637e-005
F_rate[14]     0.173176 1.58814e-005
F_rate[15]     0.181271 -7.95881e-005
F_rate[16]     0.163186 2.71809e-005
F_rate[17]      0.31688 5.15034e-006
F_rate[18]     0.257268 6.87801e-006
F_rate[19]     0.251847 -6.85678e-005
F_rate[20]     0.249025 -4.67409e-005
F_rate[21]     0.348429 6.61269e-005
F_rate[22]     0.254051 8.22876e-006
F_rate[23]     0.420199  0.000128403
F_rate[24]     0.348499  -0.00012008
F_rate[25]     0.344975  0.000120569
F_rate[26]     0.315843 -3.84628e-005
F_rate[27]     0.303674 -6.61634e-005
F_rate[28]     0.416267 -0.000127934
F_rate[29]     0.304576  0.000173901
F_rate[30]     0.457989 -3.5569e-005
Q_parm[1]     -7.99485 -1.70434e-006
