ParName   Value   Gradient
SR_parm[1]      6.90356 -2.87934e-005
recdev_early(-11)    -0.158494 -1.87293e-005
recdev_early(-10)    0.0896266 3.62269e-007
recdev_early(-9)    -0.211653 -3.41247e-006
recdev_early(-8)    0.0859877 -4.43708e-006
recdev_early(-7)   0.00869152  3.8814e-006
recdev_early(-6)    0.0284593 -5.31252e-006
recdev_early(-5)    -0.142349 -8.14045e-006
recdev_early(-4)    0.0824806 -1.05067e-005
recdev_early(-3)    0.0529463 -1.20728e-005
recdev_early(-2)    0.0124225 -1.57806e-005
recdev_early(-1)     0.059496 -1.67621e-005
recdev_early(0)    0.0519886 -1.19617e-005
recdev1(1)     0.241776 -1.65222e-005
recdev1(2)    -0.123005 -1.43229e-005
recdev1(3)    -0.176741 -1.11456e-005
recdev1(4)     0.316748 -1.0506e-005
recdev1(5)     0.268997 -8.61846e-006
recdev1(6)     -0.10127 -1.66396e-007
recdev1(7)    0.0917347 -4.15904e-007
recdev1(8)   -0.0632676 -2.25485e-006
recdev1(9)     0.131777 -3.56889e-006
recdev1(10)     0.176479 -6.60477e-006
recdev1(11)    -0.130597 -4.72976e-006
recdev1(12)     -0.11172 -6.90505e-006
recdev1(13)    0.0337728 -2.55057e-006
recdev1(14)   0.00216217 -3.96615e-006
recdev1(15)     0.150638 -1.36133e-006
recdev1(16)     0.102694 -7.92035e-007
recdev1(17)    -0.210344 -3.53278e-006
recdev1(18)    -0.150742 2.78528e-006
recdev1(19)    -0.291886 -6.62274e-007
recdev1(20)     0.085632 5.23089e-006
recdev1(21)    0.0895113 8.80709e-006
recdev1(22)   -0.0805802  9.8626e-006
recdev1(23)    -0.257258 1.18628e-005
recdev1(24)     0.139143 1.90076e-005
recdev1(25)    -0.238433 1.33432e-005
recdev1(26)    -0.115761 1.17339e-005
recdev1(27)     0.116906 9.22121e-006
recdev1(28)     0.223289 5.17727e-006
recdev1(29)    -0.121472 1.03332e-006
recdev1(30)   0.00181426 6.11024e-007
F_rate[1]   0.00922352 6.50738e-005
F_rate[2]     0.026929 1.12916e-005
F_rate[3]    0.0440569 -5.80636e-005
F_rate[4]    0.0600256 3.38487e-005
F_rate[5]     0.047777 5.19272e-006
F_rate[6]     0.086887 -1.98538e-005
F_rate[7]     0.087362 -3.43599e-005
F_rate[8]     0.184007 -2.10254e-005
F_rate[9]      0.10759 -2.6599e-005
F_rate[10]       0.1339 1.36358e-006
F_rate[11]     0.151423 5.19618e-006
F_rate[12]     0.163038 2.93311e-005
F_rate[13]     0.117037  4.0716e-005
F_rate[14]     0.171775 -9.98499e-006
F_rate[15]     0.180499 -2.70681e-005
F_rate[16]     0.163503 -1.64166e-006
F_rate[17]     0.319081 -9.86602e-007
F_rate[18]     0.260113 -4.65516e-006
F_rate[19]     0.255812 -1.60993e-005
F_rate[20]     0.253302 2.91143e-005
F_rate[21]     0.349108 -1.56491e-005
F_rate[22]     0.253706 8.81004e-006
F_rate[23]     0.421261 -1.40495e-005
F_rate[24]     0.347874 -1.67484e-006
F_rate[25]     0.343119 -1.83198e-005
F_rate[26]     0.312558 2.04331e-005
F_rate[27]     0.306532 -4.73548e-006
F_rate[28]     0.420618 1.08377e-006
F_rate[29]     0.315029 2.08575e-006
F_rate[30]     0.476276 5.42798e-006
Q_parm[1]     -8.00284 -2.52517e-006
