ParName   Value   Gradient
SR_parm[1]      6.91691  0.000206346
recdev_early(-11)    -0.103617 5.37549e-005
recdev_early(-10)   -0.0931529 2.48598e-005
recdev_early(-9)   -0.0113093 3.20961e-005
recdev_early(-8)   -0.0844613 2.00743e-005
recdev_early(-7)    -0.279049 2.15394e-005
recdev_early(-6)    -0.204659 2.39117e-005
recdev_early(-5)   -0.0633693 2.63145e-005
recdev_early(-4)   -0.0268654 2.51911e-005
recdev_early(-3)    0.0641266 3.00804e-005
recdev_early(-2)   -0.0092769 2.44072e-005
recdev_early(-1)   0.00622035 1.76587e-005
recdev_early(0)    0.0525702 1.22248e-005
recdev1(1)     0.298681 -1.89407e-005
recdev1(2)    0.0156309 -2.5293e-005
recdev1(3)    -0.238658 -2.76086e-005
recdev1(4)     0.373653 -2.95243e-005
recdev1(5)     0.269284 -3.19433e-005
recdev1(6)    0.0150617 -2.78134e-005
recdev1(7)     0.110675 -2.41565e-005
recdev1(8)   -0.0591305 -1.9627e-005
recdev1(9)     0.121635 -1.22302e-005
recdev1(10)    0.0530518 -2.60344e-006
recdev1(11)    -0.161754  1.4402e-006
recdev1(12)   -0.0510952 9.00508e-006
recdev1(13)    0.0120448 2.41369e-005
recdev1(14)    -0.109914 2.89637e-005
recdev1(15)    0.0269055 4.63161e-005
recdev1(16)     0.136996 6.00817e-005
recdev1(17)    -0.218758 4.60829e-005
recdev1(18)    -0.224777 3.94116e-005
recdev1(19)    -0.325611 2.41998e-005
recdev1(20)     0.207894 5.47834e-005
recdev1(21)     0.115864 3.95474e-005
recdev1(22)   -0.0484837 2.13495e-005
recdev1(23)    -0.248503 3.13068e-006
recdev1(24)    0.0704014 -8.19238e-006
recdev1(25)    -0.280151 -2.75953e-005
recdev1(26)    -0.166597 -3.19267e-005
recdev1(27)     0.138554 -3.1872e-005
recdev1(28)     0.159655 -3.11918e-005
recdev1(29)    0.0345355 -2.56528e-005
recdev1(30)   -0.0270892 -2.41304e-005
F_rate[1]   0.00956092 -3.07016e-005
F_rate[2]    0.0276608  0.000264761
F_rate[3]    0.0456554 -5.01067e-005
F_rate[4]    0.0613336 6.90082e-005
F_rate[5]    0.0484683 2.79166e-005
F_rate[6]    0.0870392 2.96512e-005
F_rate[7]    0.0866361 -7.54318e-005
F_rate[8]     0.181296 -7.10955e-007
F_rate[9]     0.106211   0.00010244
F_rate[10]     0.129645 -4.3501e-005
F_rate[11]      0.14752 -7.38202e-005
F_rate[12]     0.157798 -1.39316e-005
F_rate[13]     0.112975  3.0794e-005
F_rate[14]     0.165246 -1.53508e-005
F_rate[15]     0.176143 -0.000120228
F_rate[16]     0.158711 -3.37169e-005
F_rate[17]      0.31313  3.5652e-005
F_rate[18]     0.257291 1.30123e-005
F_rate[19]     0.255553 -3.48544e-005
F_rate[20]     0.253169   0.00012256
F_rate[21]     0.351771 -7.63053e-005
F_rate[22]     0.257276  0.000113961
F_rate[23]     0.419924 4.49233e-006
F_rate[24]     0.340609 -2.48715e-005
F_rate[25]     0.335015 -1.89319e-005
F_rate[26]     0.302879 -5.86589e-005
F_rate[27]     0.297627  0.000156953
F_rate[28]     0.410013 4.60328e-005
F_rate[29]     0.311096 -0.000180746
F_rate[30]     0.464763 5.06581e-005
Q_parm[1]     -8.00735 7.81605e-007
