ParName   Value   Gradient
mean_log_rec      13.7244 2.07234e-006
log_Rzero      13.8102 -8.13861e-008
rec_dev(-10)   -0.0716551 -2.32352e-007
rec_dev(-9)    -0.149004 -4.4738e-007
rec_dev(-8)  -0.00470317 -3.96418e-007
rec_dev(-7)    0.0727368 -3.53655e-007
rec_dev(-6)    -0.166624 -3.38175e-007
rec_dev(-5)    -0.081865 -7.24877e-007
rec_dev(-4)     0.013423 -8.86156e-007
rec_dev(-3)   0.00766295 -9.93088e-007
rec_dev(-2)     0.109942 -8.07533e-007
rec_dev(-1)    0.0878913 -1.25925e-006
rec_dev(0)     0.160499 -1.06853e-006
rec_dev(1)    0.0732235 -8.44376e-007
rec_dev(2)      0.29613 -1.22208e-006
rec_dev(3)   -0.0441392 -3.61497e-007
rec_dev(4)   -0.0791696 -1.99957e-007
rec_dev(5)     0.403652 -8.80318e-007
rec_dev(6)     0.290937 -7.16042e-007
rec_dev(7)    0.0758623 -4.82625e-007
rec_dev(8)     0.223001 -1.68061e-007
rec_dev(9)    0.0748658 1.71925e-007
rec_dev(10)     0.103896 -4.06789e-007
rec_dev(11)    0.0592486 -1.43729e-007
rec_dev(12)   -0.0720035  6.4499e-008
rec_dev(13)    0.0270253 8.28756e-008
rec_dev(14)     0.117379 4.05084e-007
rec_dev(15)   -0.0269419 2.67101e-007
rec_dev(16)    0.0724895 5.63172e-007
rec_dev(17)    0.0785311 7.76593e-007
rec_dev(18)    -0.307095 6.71651e-007
rec_dev(19)   -0.0848986 1.53913e-006
rec_dev(20)    -0.276905 1.91792e-006
rec_dev(21)     0.172994 6.32479e-006
rec_dev(22)   -0.0639991 5.31407e-006
rec_dev(23)    -0.203551 5.84786e-006
rec_dev(24)    -0.405685 5.51874e-006
rec_dev(25)   -0.0802678 9.90538e-006
rec_dev(26)    -0.476765 5.89098e-006
rec_dev(27)    -0.292547 6.53329e-006
rec_dev(28)   -0.0633311 6.28603e-006
rec_dev(29)   -0.0573127 3.01117e-006
rec_dev(30)    -0.178714 2.99996e-007
fmort(1,1)   0.00956004 -2.08692e-006
fmort(1,2)    0.0278219 -1.36982e-006
fmort(1,3)    0.0462704 -3.56416e-007
fmort(1,4)    0.0631952 -3.33934e-007
fmort(1,5)     0.050418 -3.1677e-007
fmort(1,6)    0.0898511 -4.09298e-007
fmort(1,7)    0.0909043 -5.87658e-007
fmort(1,8)     0.194109 -6.33443e-008
fmort(1,9)     0.111906 -4.91801e-007
fmort(1,10)     0.136487 -3.6955e-007
fmort(1,11)     0.155595 -2.13654e-007
fmort(1,12)     0.166305 -3.33329e-007
fmort(1,13)     0.120559  -2.235e-007
fmort(1,14)      0.17616 -6.65833e-008
fmort(1,15)     0.184038 -7.51291e-008
fmort(1,16)     0.165684 -2.02404e-008
fmort(1,17)     0.324719 -2.38835e-007
fmort(1,18)      0.26588 -2.07903e-007
fmort(1,19)     0.266229 -1.24694e-007
fmort(1,20)     0.260674 -2.59641e-007
fmort(1,21)     0.362768 -7.99444e-007
fmort(1,22)     0.259532 -8.13603e-007
fmort(1,23)     0.424863 -8.85674e-007
fmort(1,24)     0.341562 -8.26784e-007
fmort(1,25)     0.338683 -1.14035e-006
fmort(1,26)     0.310802 -9.61758e-007
fmort(1,27)     0.305083 -3.18136e-007
fmort(1,28)     0.422371 -1.35077e-007
fmort(1,29)      0.31795 2.13728e-006
fmort(1,30)     0.480945 2.54318e-006
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]     -14.8838 1.33884e-007
repl_F     0.155995 1.06624e-008
