ParName   Value   Gradient
SR_parm[1]      6.89074  0.000263988
recdev_early(-11)   -0.0420745  0.000122511
recdev_early(-10)   -0.0367784  0.000127422
recdev_early(-9)    -0.146965 1.53423e-005
recdev_early(-8)   -0.0223828 7.52644e-005
recdev_early(-7)    0.0560079  7.7303e-005
recdev_early(-6)    -0.123729 6.87666e-005
recdev_early(-5)   -0.0738013 5.48067e-005
recdev_early(-4)    0.0598734  8.5094e-005
recdev_early(-3)   -0.0805883 5.90247e-005
recdev_early(-2)    0.0913058 7.84652e-005
recdev_early(-1)   -0.0948704  6.0486e-005
recdev_early(0)     0.035213 5.06605e-005
recdev1(1)     0.106159  3.3554e-005
recdev1(2)     0.012056 1.27189e-005
recdev1(3)    -0.220537 8.30218e-007
recdev1(4)      0.33322 -5.69853e-006
recdev1(5)      0.24125 -1.15418e-005
recdev1(6)  -0.00898212 -1.31444e-005
recdev1(7)     0.144137 1.20976e-005
recdev1(8)    0.0315816 1.37371e-005
recdev1(9)    0.0790296 3.79101e-005
recdev1(10)     0.168887 3.99044e-005
recdev1(11)   0.00601465 3.42309e-005
recdev1(12)    -0.115377 2.33518e-005
recdev1(13)     0.112486 3.00625e-005
recdev1(14)    0.0276516 1.47986e-005
recdev1(15)     0.090566 2.44146e-005
recdev1(16)    0.0867801 1.39782e-005
recdev1(17)    -0.248409 -8.66987e-006
recdev1(18)    -0.145418 -1.51604e-005
recdev1(19)    -0.303324 -2.6388e-005
recdev1(20)     0.138116 -4.2977e-005
recdev1(21)    0.0900307 -5.34496e-005
recdev1(22)    -0.181138 -5.32094e-005
recdev1(23)    -0.226236 -3.69326e-005
recdev1(24)    0.0338231 -3.42169e-005
recdev1(25)    -0.330108 -9.55555e-006
recdev1(26)   -0.0986911 1.05477e-005
recdev1(27)    0.0415283 1.61907e-005
recdev1(28)     0.287589 8.09878e-006
recdev1(29)    -0.142564 -5.41352e-006
recdev1(30)   -0.0101233 -9.58216e-006
F_rate[1]   0.00931776   0.00074154
F_rate[2]    0.0273985 -0.000115246
F_rate[3]    0.0455314 5.72903e-005
F_rate[4]    0.0624448 -4.45667e-005
F_rate[5]    0.0499731  0.000255834
F_rate[6]    0.0890308  0.000103724
F_rate[7]    0.0916495  0.000112603
F_rate[8]     0.192849 -3.3417e-005
F_rate[9]     0.113075 -0.000115293
F_rate[10]     0.138305 -0.000145049
F_rate[11]     0.155936 -7.07249e-005
F_rate[12]     0.167293 -0.000152873
F_rate[13]     0.120769  0.000244186
F_rate[14]        0.172  5.5573e-005
F_rate[15]     0.183119 -1.27857e-005
F_rate[16]      0.16198 -8.03017e-005
F_rate[17]     0.315197  0.000184721
F_rate[18]     0.259672 -0.000240426
F_rate[19]     0.256676 8.46106e-005
F_rate[20]      0.25295  0.000120403
F_rate[21]     0.354061  0.000137299
F_rate[22]     0.260021  4.6839e-005
F_rate[23]     0.431731 -9.00762e-005
F_rate[24]     0.363004 -0.000111211
F_rate[25]     0.364511 4.13409e-005
F_rate[26]     0.338876 3.66299e-005
F_rate[27]     0.333601 -8.08588e-005
F_rate[28]     0.485341 -4.9227e-006
F_rate[29]     0.376849 -3.54008e-005
F_rate[30]     0.583963 3.97609e-005
Q_parm[1]     -7.93538  2.4191e-006
