ParName   Value   Gradient
SR_parm[1]      6.90126 7.94574e-008
recdev_early(-11)    -0.193338  3.9854e-005
recdev_early(-10)    0.0221471 1.02375e-005
recdev_early(-9)    -0.164767 7.67467e-006
recdev_early(-8)   -0.0292278 1.20724e-005
recdev_early(-7)    0.0877908 1.60017e-005
recdev_early(-6)    0.0806559 1.44927e-005
recdev_early(-5)    -0.160912 1.23815e-005
recdev_early(-4)   -0.0357306 1.86501e-005
recdev_early(-3)    -0.023891 1.57314e-005
recdev_early(-2)    0.0195952 1.57131e-005
recdev_early(-1)   -0.0647897 1.34351e-005
recdev_early(0)   0.00989385 9.59825e-006
recdev1(1)     0.291823 1.31111e-005
recdev1(2)   -0.0844535  9.7656e-006
recdev1(3)    -0.249429 8.11865e-006
recdev1(4)     0.297902 4.89883e-006
recdev1(5)     0.228839 -2.82974e-008
recdev1(6)    -0.117523 5.35873e-007
recdev1(7)     0.263014 -9.54649e-006
recdev1(8)   -0.0752072 -7.04495e-006
recdev1(9)     0.125114 -1.19411e-005
recdev1(10)    0.0990553 -1.10794e-005
recdev1(11)   -0.0502568 -1.00125e-005
recdev1(12)   -0.0443381  -7.516e-006
recdev1(13)    0.0431182 -7.58416e-006
recdev1(14)   -0.0417556 -4.42252e-006
recdev1(15)     0.067578 -5.55182e-006
recdev1(16)    0.0680908 -5.88281e-006
recdev1(17)    -0.236305 -3.91114e-006
recdev1(18)   -0.0957324 -8.46496e-006
recdev1(19)    -0.250501 -9.48202e-006
recdev1(20)     0.115047 -2.03126e-005
recdev1(21)      0.11224 -2.00761e-005
recdev1(22)    -0.160568 -9.42056e-006
recdev1(23)     -0.24116 -3.49321e-007
recdev1(24)    0.0985792 1.09526e-005
recdev1(25)    -0.284318 1.90338e-005
recdev1(26)     -0.04247 2.76224e-005
recdev1(27)    0.0408479 2.51406e-005
recdev1(28)     0.227444 1.63162e-005
recdev1(29)   -0.0901024 8.14743e-006
recdev1(30)   -0.0145738 8.50241e-006
F_rate[1]   0.00943568 -0.000204888
F_rate[2]    0.0279023  0.000146202
F_rate[3]    0.0459354 9.83677e-006
F_rate[4]    0.0621927  0.000142107
F_rate[5]    0.0495406  0.000101223
F_rate[6]    0.0899534 -0.000345268
F_rate[7]    0.0904721    0.0001925
F_rate[8]       0.1923 9.92534e-005
F_rate[9]     0.113516 -9.81054e-005
F_rate[10]     0.137238 -2.56056e-005
F_rate[11]     0.155331 7.98444e-005
F_rate[12]     0.166032 -5.43261e-005
F_rate[13]     0.119755 4.93942e-005
F_rate[14]     0.174161 4.21477e-005
F_rate[15]     0.184947 -0.000153196
F_rate[16]     0.164406 3.21443e-005
F_rate[17]     0.324413 1.90449e-005
F_rate[18]     0.267552 -2.54647e-005
F_rate[19]     0.265846 4.87829e-005
F_rate[20]     0.262123 3.70511e-005
F_rate[21]      0.36617 -4.34667e-005
F_rate[22]      0.26595 2.60663e-005
F_rate[23]     0.443298 -5.55222e-006
F_rate[24]      0.37256 -4.57367e-006
F_rate[25]     0.373105 -3.94718e-005
F_rate[26]     0.344901  2.1729e-005
F_rate[27]     0.338094 -2.32606e-005
F_rate[28]     0.479073 8.48382e-007
F_rate[29]     0.365028  8.0467e-006
F_rate[30]     0.570403 6.89272e-006
Q_parm[1]      -7.9245 1.95992e-008
