ParName   Value   Gradient
mean_log_rec       13.774  0.000148004
log_Rzero      13.8048 2.49893e-005
rec_dev(-10)   -0.0458009 6.59941e-005
rec_dev(-9)    0.0999715  0.000284582
rec_dev(-8)     0.048008  0.000147122
rec_dev(-7)    -0.154987  0.000166285
rec_dev(-6)    0.0246961  0.000263147
rec_dev(-5)    0.0406771  0.000275873
rec_dev(-4)    0.0817513  0.000319691
rec_dev(-3)    0.0116994  0.000297048
rec_dev(-2)   -0.0248023  0.000280501
rec_dev(-1)     0.102006  0.000310156
rec_dev(0)    0.0207288  0.000246111
rec_dev(1)   0.00155372  0.000225303
rec_dev(2)     0.248161   0.00021013
rec_dev(3)   0.00779832  0.000135018
rec_dev(4)    -0.126401  0.000101137
rec_dev(5)     0.303047  0.000106732
rec_dev(6)     0.198024 7.03302e-005
rec_dev(7)      0.01594 5.19923e-005
rec_dev(8)     0.167043 4.73282e-005
rec_dev(9)   -0.0099198  5.1901e-005
rec_dev(10)     0.118666 4.01896e-005
rec_dev(11)    0.0799278 3.39555e-005
rec_dev(12)    -0.151399  1.0798e-005
rec_dev(13)   -0.0513234 3.09158e-005
rec_dev(14)    0.0313252 2.89913e-005
rec_dev(15)   -0.0805236 2.73248e-005
rec_dev(16)    0.0728018  4.0341e-005
rec_dev(17)      0.02111 4.59268e-005
rec_dev(18)    -0.310044 4.16761e-005
rec_dev(19)    -0.220382 4.05454e-005
rec_dev(20)    -0.365749  5.0291e-005
rec_dev(21)   -0.0367318   5.753e-005
rec_dev(22)    -0.073249 3.78871e-005
rec_dev(23)    -0.332393  1.5239e-005
rec_dev(24)    -0.449165 -5.83288e-005
rec_dev(25)    -0.103378 -0.000104563
rec_dev(26)     -0.44484 -0.000140145
rec_dev(27)    -0.436788 -0.000135304
rec_dev(28)    -0.151112 -0.000134026
rec_dev(29)    -0.174968 -7.51301e-005
rec_dev(30)    -0.315797 -2.00279e-005
fmort(1,1)   0.00889843    0.0011299
fmort(1,2)     0.026488   0.00054549
fmort(1,3)    0.0441792  0.000308665
fmort(1,4)    0.0596833  0.000206119
fmort(1,5)     0.048056  0.000189514
fmort(1,6)    0.0871695  0.000102515
fmort(1,7)    0.0877755 8.25685e-005
fmort(1,8)     0.186506 2.91662e-005
fmort(1,9)      0.11039 4.47725e-005
fmort(1,10)      0.13594 3.29063e-005
fmort(1,11)     0.152263 1.79239e-005
fmort(1,12)     0.164494 1.35847e-005
fmort(1,13)     0.118627 1.28637e-005
fmort(1,14)     0.171792 8.39405e-006
fmort(1,15)     0.182866 1.28448e-006
fmort(1,16)     0.164745 -1.44535e-006
fmort(1,17)     0.320513 -4.91383e-006
fmort(1,18)     0.263293 -8.80944e-006
fmort(1,19)     0.260663 -9.88142e-006
fmort(1,20)     0.260205 -4.75597e-006
fmort(1,21)      0.36096 -4.43696e-006
fmort(1,22)     0.264893 3.84777e-006
fmort(1,23)     0.432664 5.03369e-006
fmort(1,24)     0.363278 2.76274e-005
fmort(1,25)     0.367598 3.99236e-005
fmort(1,26)     0.337523 4.81715e-005
fmort(1,27)      0.33059 3.65841e-005
fmort(1,28)     0.459837 2.06367e-005
fmort(1,29)     0.350215 -3.64999e-005
fmort(1,30)     0.540623 -3.50293e-005
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]     -14.8736 -1.92402e-007
repl_F     0.130123 5.19267e-007
